0,49387223
5,20057562
55,1027320
35,1028280
50,5402738
10,7721165
105,1028163
30,2188324
25,1028873
60,383457
130,1541238
100,2378112
400,12715
45,1092873
120,257052
20,2058655
40,2440989
200,271003
65,63889
80,256999
110,128512
205,64488
85,64332
125,64376
1000,13121
500,12826
300,12767
600,12948
